Repo URL,PR Number,Commit URL
https://github.com/SciresM/hactool,41
https://github.com/uclouvain/openjpeg,1258,https://github.com/uclouvain/openjpeg/commit/79b199a8fee2a0d51d4389fcde3f5f4dd01971eb
,1288,https://github.com/uclouvain/openjpeg/commit/4f487798bac3eea5ffa07d3cc542f675c4b4d9ae
,1163
https://github.com/wolkykim/qlibc,76
https://github.com/facebookresearch/nle,115
,121
,125
https://github.com/vtereshkov/umka-lang,345
,56
https://github.com/alliedmodders/sourcemod,1462
,1348
,1251
,1110
,1274
,1074
,1022
,850
,791
,572
,337
,266
https://github.com/performancecopilot/pcp,1975
,1729
,1691
,1628
,1564
,1565
,1555
,1554,https://github.com/performancecopilot/pcp/commit/85b1c5fb0ccc03e8cdc60910d401a71164b1053b
,1228
,769
,949,https://github.com/performancecopilot/pcp/commit/163b1c9ac2008a73fa75c1992f1ef97eae867ea0
,706
,722
,640
,331
,27
https://github.com/mattiasgustavsson/dos-like,41
https://github.com/ashvardanian/StringZilla,64
,63
https://github.com/irontec/sngrep,279
,288
https://github.com/ARM-software/astc-encoder,91
,49
https://github.com/Duet3D/RepRapFirmware,424
https://github.com/grafana/beyla,499
,526
,394
,188
,298
https://github.com/Tongsuo-Project/Tongsuo,647,https://github.com/Tongsuo-Project/Tongsuo/commit/73c643f7f8c158d9b7878b5cdc7b72c98ac52be4
https://github.com/prusa3d/Prusa-Firmware-Buddy,2285
,1869
,968
https://github.com/emoon/minifb,84
https://github.com/lvgl/lv_port_esp32,53,https://github.com/lvgl/lv_port_esp32/commit/818f6926c33193065f3a48a62cc2890969992942
,110
https://github.com/katef/libfsm,412
,329
,275
,288
,265
,287
,297
,248
,53
https://github.com/dimitri/pgcopydb,761
,647
,592
,551
,433
https://github.com/intel/media-driver,1136
,977
,911
,619
,283
https://github.com/moonlight-stream/moonlight-ios,482
,447
https://github.com/arq5x/bedtools2,578
https://github.com/avluis/Hentoid,182
,181
,160
https://github.com/oracle/python-cx_Oracle,422
https://github.com/jgmenu/jgmenu,175
https://github.com/emersion/grim,107
https://github.com/i3/i3lock,226
,179,https://github.com/i3/i3lock/commit/1668b2fc0fdbeb7427bc59e757b2f6be103896c4
https://github.com/ghaerr/elks,2003
,1503,https://github.com/ghaerr/elks/commit/d21d85ad46d758d8a775b1340ac8bfb23dadb363
,1411
,1478
,1385,https://github.com/ghaerr/elks/commit/3ebbbd03fa4ec91230621d5af171018b9ee6dfa8
,1018
,129
https://github.com/EliasOenal/multimon-ng,71
https://github.com/bootlin/elixir,271
https://github.com/intel/isa-l,114
https://github.com/libunwind/libunwind,169
,178
https://github.com/yaml/libyaml,125
https://github.com/libgd/libgd,670
,832,https://github.com/libgd/libgd/commit/4b5b2f122bf5df628d4e07631b599e8ef3144f70
,713
,712,https://github.com/libgd/libgd/commit/a9328b01253b34064a932811f60cac598d7f61bc
,769
,701
,671
,198
https://github.com/maxmind/libmaxminddb,180,https://github.com/maxmind/libmaxminddb/commit/e63d5224c3f4a8e29ac40e5fe12795ab5310dff4
,49,https://github.com/maxmind/libmaxminddb/commit/b0192542373e378f2dc5f2618951428db29e6ff0
,37
https://github.com/rebol/rebol,156
https://github.com/Solo5/solo5,310
,211
https://github.com/HerculesWS/Hercules,3288
,3278
,2547
,1686
,2433
,3006
,2655,https://github.com/HerculesWS/Hercules/commit/d5faef5a8cc681c9f30aed215f1bab0aaf9bcc77
,2430,https://github.com/HerculesWS/Hercules/commit/1259ea8e1787a5e9677bcc7cf21338fc81da90f1
,2388
,2238
,2036
,1111
,1890,https://github.com/HerculesWS/Hercules/commit/131b943bbfbf54da4040e943608123d5ea5caf82
,1764,https://github.com/HerculesWS/Hercules/commit/2f2fe7faf7456edb7e39c2c887d1dc7d2ba3b577
,1752
,1719
,1760
,1477
,832,https://github.com/HerculesWS/Hercules/commit/d875f12e2dfba7caee51d9f6563ef80618f19448
,709
,682
,436,https://github.com/HerculesWS/Hercules/commit/e9765745c1d626210af4020c723f8aa2b1c6c21e
https://github.com/SWI-Prolog/swipl-devel,1147
,542
https://github.com/cage-kiosk/cage,123
https://github.com/WojciechMula/pyahocorasick,166
https://github.com/bk138/gromit-mpx,180
https://github.com/zeromq/zyre,485,https://github.com/zeromq/zyre/commit/02cbc5e15be1ef4e8cb16c299a542c453c3dadec
,33
,125
,151,https://github.com/zeromq/zyre/commit/c5e76cadef4998cd42be716c9504af6dbe1e8608
https://github.com/taisei-project/taisei,353
,319
,248
,249
https://github.com/prideout/par,54
https://github.com/Orc/discount,285,https://github.com/Orc/discount/commit/87234b3caf7a44704d787ac9747fc149358331d3
https://github.com/Tarsnap/tarsnap,546
,507
,273,https://github.com/Tarsnap/tarsnap/commit/5897af0522e029f8f6a4d501ac355efce2a81470
,151,https://github.com/Tarsnap/tarsnap/commit/93c9a16e40df6f3fdbc37f6c276847e0265f6809
,149
,101,https://github.com/Tarsnap/tarsnap/commit/d92bfeb2f1920abdb21b45aa21a499c15495baf6
,97
,84
,75
https://github.com/pocl/pocl,1354
,1121
,1058
,1013
,665
,490
,133
https://github.com/royhills/arp-scan,20,https://github.com/royhills/arp-scan/commit/a151ebe55358362f16adfa8bbb56a2cf914d6375
https://github.com/michaeltyson/TPCircularBuffer,2,https://github.com/michaeltyson/TPCircularBuffer/commit/0e9e2953040d1dc357ae4035263a87e5ee5e3ba7
https://github.com/troglobit/inadyn,296
,259
,17,https://github.com/troglobit/inadyn/commit/f47710d04a813be015c7cda757404cae3904df78
https://github.com/ColdGrub1384/Pyto,109
https://github.com/libass/libass,801,https://github.com/libass/libass/commit/6e83137cdbaf4006439d526fef902e123129707b
,622
,559
,536
,553
,490
,513
,438
,285
,181
https://github.com/ps2dev/ps2sdk,129
,149
,211
https://github.com/Tarsnap/spiped,150
,53
,51
,36
https://github.com/skullchap/chadstr,3
https://github.com/jpmens/mosquitto-auth-plug,232,https://github.com/jpmens/mosquitto-auth-plug/commit/a9182ca76e8bb8aa85bd04edbb79edad358608e5
,215
,163
,89,https://github.com/jpmens/mosquitto-auth-plug/commit/5f10a21d1602d6101ad2602fbb3a5cb2d535fe5d
,86
https://github.com/awslabs/amazon-kinesis-video-streams-webrtc-sdk-c,1898
,1641
,934
,916
,252
,224
,361
,308
,13
,166
,21
https://github.com/openzfsonosx/zfs,603
,401
,185
https://github.com/dlbeer/quirc,39
,9
https://github.com/OpenStickCommunity/GP2040-CE,1175
https://github.com/raptorjit/raptorjit,191
https://github.com/hzeller/gmrender-resurrect,200
https://github.com/RedisAI/RedisAI,832
,847
,553
,549
,575
,521
,457
,210
https://github.com/DCurrent/openbor,120
https://github.com/analogdevicesinc/no-OS,2264
,2221
,2180
,2177
,2210
,2096
,2161
,2140
,2139
,2111
,2097
,2086
,2083
,1788
,2076
,2078
,2105
,2110
,1941
,1957
,1935
,1949
,1818
,1855
,1921
,1833
,1825
,1816
,1813
,1887
,1706
,1687
,1590
,1431
,1357
,1274
,1393
,1225
,1258
,1103
,1006
,821
,823
,636
,666
,637
,427
,276
,283
,93
,91
,95
https://github.com/c9s/r3,141
,114
,95
,31
,82,https://github.com/c9s/r3/commit/292b082c78cef795cc9c9f1efe43e75c7c5a5777
https://github.com/tmewett/BrogueCE,112
https://github.com/any1/wayvnc,73
https://github.com/OpenPrinting/cups,815
,814
,835,https://github.com/OpenPrinting/cups/commit/c7b7ad8a485d656ab2bde9ee9becebac08d92e5e
,813,https://github.com/OpenPrinting/cups/commit/7781cc73cd69cc6c3eba526ac4851d9604e68d43
,655
,590
,469
,218
,12
https://github.com/mptre/pick,106
https://github.com/astronautlevel2/Anemone3DS,286
,239
https://github.com/emersion/slurp,9,https://github.com/emersion/slurp/commit/7a003c5d0cb4e229ba2bcef93dc4920bf662dbc1
,10
https://github.com/arkq/bluez-alsa,593
https://github.com/galkahana/PDF-Writer,140
,134
,122
https://github.com/eleme/corvus,95
https://github.com/eXeC64/imv,262
,134
https://github.com/mongodb/mongo-c-driver,1530
,1459
,1364
,1347
,1406
,1177
,1118
,921
,930
,854
,758
,753
,640
,254
,94
,21,https://github.com/mongodb/mongo-c-driver/commit/3e3bef5b2156f1ae38621f71eb8893a6bbc52da8
https://github.com/nodogsplash/nodogsplash,417
,240
,268
https://github.com/emqx/neuron,2050,https://github.com/emqx/neuron/commit/c7c60e461d6ffa4c3499e9a8a7f8ad8deccdc0e7
,2053
,2052
,2051
,1927
,1926
,1708
,1715
,1726
,1575
,1638
,1637
,1428
,1427,https://github.com/emqx/neuron/commit/e249a39238995aa8c9d84a3f7110c883f8327435
,1437
,1188
,1107,https://github.com/emqx/neuron/commit/80c7d0f81193023f7453758305e034e89429cd41
,1083
,1079
,983,https://github.com/emqx/neuron/commit/96aa7cd69fbf7bac3f623d2dad32d3f5562ab1e6
,981,https://github.com/emqx/neuron/commit/08efaf5b99a0d9b22a74b1a8695d846b238ad8e2
,955,https://github.com/emqx/neuron/commit/d35fd4db0813ec93ea8c2110ca77a847462d65d3
,752
,635
,579,https://github.com/emqx/neuron/commit/cd973f3737804fc16e1a79ac362b673b05be7d0c
,573,https://github.com/emqx/neuron/commit/f4e63826fde663e32f9ea42a796c42504cfe09f9
,289
,295
,211
,112
,134
https://github.com/coreos/rpm-ostree,2411
,4559
,4486
,4557
,4275
,3606
,3260
,3371
,3097
,2734
,2661
,2177
,2163
,2074
,157
https://github.com/apache/mynewt-core,2878
,2178
,2042
https://github.com/RedisLabs/redisraft,621
,632
,211
,229
,406
,221
,286
,32,https://github.com/RedisLabs/redisraft/commit/a0d628701c34d3d894bc2228b80cde9f3d545aee
https://github.com/assaultcube/AC,139
,46
https://github.com/lwindolf/liferea,1146
,1073
https://github.com/Interrupt/systemshock,160
,190,https://github.com/Interrupt/systemshock/commit/64102985c2a3c859671f8a97ff6832e5f4ebba97
https://github.com/jtheoof/swappy,4
https://github.com/sass/sassc,196,https://github.com/sass/sassc/commit/027170526dbb572b805f6961fcfd595d34b05bc9
https://github.com/yquake2/yquake2,1148
,732,https://github.com/yquake2/yquake2/commit/bc6a40e27ee8fba6802a1701c9532d63eb298765
,680
,599
,232
https://github.com/venam/2bwm,52,https://github.com/venam/2bwm/commit/d1914da4a4daceada665cf1f6e77617c7bebafd1
,44
https://github.com/ndless-nspire/Ndless,263
https://github.com/aflnet/aflnet,9,https://github.com/aflnet/aflnet/commit/7d81b6b8f238897e080cae5e63a714d41f317c7d
https://github.com/memtest86plus/memtest86plus,410
https://github.com/GenericMappingTools/gmt,6054
,5315
,7955
,7758
,7733
,7333
,7190
,7248
,6000
,5953
,5179
,5101
,5227
,5220
,5102
,4480
,4647
,4272
,4454
,4255
,4097
,3829
,3696
,3630
,3510
,2833
,2657
,3028,https://github.com/GenericMappingTools/gmt/commit/de11cafee03a3a12c302a15fd663a3343c3c2534
,2736
,3396
,3532
,2735
,3291
,1819
,928
,1071
,211
https://github.com/MycroftAI/mimic1,86
https://github.com/libxsmm/libxsmm,594
,528
,525
,487
https://github.com/nrfconnect/sdk-nrf,15593
,17175
,15810
,15060
,13939
,14311
,13612
,13465
,13010
,13597
,12238
,13807
,13513
,12299
,12484
,12396
,11829
,12697
,12066
,11930
,11880
,11424
,9780
,9554
,9548
,9653
,9890
,8465
,9007
,7488
,8188
,5561
,5062
,5776
,5260
,7056
,5960
,5252
,5853
,6527
,4905
,4609
,5067
,4430
,4356
,5436
,4056
,4450
,3755
,3160
,3678
,1099
,2084
,1227
,1391
,1197
,1587
,606
,832
,65
,166
https://github.com/septag/rizz,12
https://github.com/csete/gpredict,315
,224
https://github.com/berkeley-abc/abc,156
https://github.com/HaxeFoundation/hashlink,512
,630
,515
,101
https://github.com/mikeryan/crackle,8
https://github.com/gramineproject/graphene,2658
,2452
,2505
,2585
,2487,https://github.com/gramineproject/graphene/commit/16f365feebe4e8738be43a01655b7e6875d87d81
,2584
,2383
,2124
,2453
,2267
,1999
,2168
,2313
,1969,https://github.com/gramineproject/graphene/commit/673785bfe01f9b2863a5a8333535a447c296c771
,2109
,2182
,2075
,1800
,1776
,1902
,1763
,1795
,1975
,823,https://github.com/gramineproject/graphene/commit/d17c7f78afc51bc6f16ed2588bb06435e2a455d6
,1949
,1497
,1866
,1327
,1320
,1067
,1325
,1294
,1550
,1446
,1219
,1279
,1229
,898
,1174,https://github.com/gramineproject/graphene/commit/c40b3337280cb59ba511120dc8887ca501e1b77c
,1254
,1128
,1430
,1033
,1024
,775,https://github.com/gramineproject/graphene/commit/cfb29f0db0eb1cb2895138a41a3e377e3891a2a9
,1012
,180
,869,https://github.com/gramineproject/graphene/commit/a9681fd20c68b5069c6e78f89b563517084413ca
,357,https://github.com/gramineproject/graphene/commit/e0506e43aaa99ad06a37b992f6e861b1b180cf44
,352
,832
,773
,404
,562
,403
,427
,353,https://github.com/gramineproject/graphene/commit/ddd4e3d20d83087f50fb8c43104662911b900e1f
,360
,332
,626
,590
,734
,641
,622
,248
,247
,281
,183
,86
https://github.com/WebAssembly/wasi-libc,214
,118
,109
https://github.com/flang-compiler/flang,1304
,1219
https://github.com/luben/zstd-jni,309
,120
https://github.com/obgm/libcoap,1409
,1391
,1216
,760
,942
,877
,686,https://github.com/obgm/libcoap/commit/a9a0a3a729ab600e294aa6b4d2476773332b564e
,622
,536,https://github.com/obgm/libcoap/commit/b3eacf2eacb1389e8020bc353a0221fab0c2d896
,499
,475
,353
,349,https://github.com/obgm/libcoap/commit/cc63387dad266c137f376859e8b299907e485b62
,282
,223,https://github.com/obgm/libcoap/commit/df665114c68b8224e5b1b1748a8fb71cee5142b6
,189
,186,https://github.com/obgm/libcoap/commit/884e7d9162b4b85fe50a997606961368999b1c33
,157,https://github.com/obgm/libcoap/commit/11224dde47b333709dd15be40964672c0f482a94
,116
https://github.com/theori-io/nrsc5,141
,143
,140,https://github.com/theori-io/nrsc5/commit/258a02a664c0f6835480d51d53c09a3a0039fc3f
https://github.com/luvit/luv,694
,525,https://github.com/luvit/luv/commit/5a767cbe5bd3e3035dcf954ce4867517796e638c
